Rescue_ID,Date_Caught,Researcher,CaptureSite,ForagingGround,CaptureMethod,Fisher,LandingSite,Species,ReleaseSite,Tag_1,Tag_2,Tag_3,Lost_Tags,T_Number,CCL_cm,CCW_cm,Weight_Kg,Sex,TurtleCharacteristics,Status,Date_Release,Release_Admiss_Notes,SpecialRemarks,PCVNumber,Expenditure
2010_RE_0052,1/19/2010,researcher_4,site_58,creek,net,fisher_1007,site_8,species_1,site_80,4877,None,NA,NA,NA,58,52.9,NA,NA,Green algae on the carapace. Small notches in the 11th RMS. A v notch in the LRF. Healthy turtle and well fed.,NA,NA,NA,NA,NA,NA
2010_RE_0053,1/19/2010,researcher_4,site_33,creek,net,fisher_861,site_8,species_1,site_80,3784,None,NA,NA,NA,55.2,51.2,NA,NA,Flaking of edges of scutes. Green algae on carapace& tag pulled a hole in the LRF. Turtle healthy and well fed.,NA,NA,NA,NA,NA,NA
2010_RE_0054,1/20/2010,researcher_4,site_38,ocean,net,fisher_360,site_118,species_1,site_108,NotTagged_0286,None,NA,NA,NA,51.4,50.5,NA,NA,Green algae and patches of white calcareous algae on carapace. 2nd RLS divided into 1/4 and 3/4. 'U' notch in between 7th and 8th& in 10th& and btw 10th and 11th RMS and btw 8th and 9th LMS. Big barnacle on plastron (removed).,NA,NA,NA,NA,NA,NA
2010_RE_0055,1/20/2010,researcher_4,site_120,ocean,net,fisher_563,site_118,species_2,site_108,3955,None,NA,NA,NA,39.1,37.7,NA,NA,Flaking tips of scutes& green algae on carapace mostly around the tail. White/pinkish algae on carapace& small barnacles on rear filppers& neck and shoulders.,NA,NA,NA,NA,NA,NA
2010_RE_0056,1/20/2010,researcher_4,site_120,ocean,net,fisher_563,site_118,species_1,site_108,4145,None,NA,NA,NA,40,38.1,NA,NA,Tips of both front flippers missing. Small u notch btw 11th RMS and RSS. Clean shell and clean plastron.,NA,NA,NA,NA,NA,NA
2010_RE_0057,1/21/2010,researcher_4,site_111,creek,longline,fisher_285,site_58,species_1,site_108,NotTagged_0287,None,NA,NA,NA,58,52.6,NA,NA,Flake in the RSS. U notch btw 11th RMS and the RSS. Small injury on RFF.,NA,NA,NA,NA,NA,NA
2010_RE_0058,1/21/2010,researcher_4,site_58,creek,net,fisher_1007,site_8,species_1,site_80,NotTagged_0288,None,NA,NA,NA,49.6,45.6,NA,NA,50% of RFF missing. Green algae on carapace.,NA,NA,NA,NA,NA,NA
2010_RE_0059,1/21/2010,researcher_4,site_58,creek,net,fisher_1007,site_8,species_1,site_80,5087,None,NA,NA,NA,48.6,44.4,NA,NA,Green algae on carapace with small barnacles on the carapace. Tagged in the RRF.,NA,NA,NA,NA,NA,NA
2010_RE_0060,1/22/2010,researcher_4,site_110,creek,net,fisher_1007,site_8,species_1,site_85,4879,None,NA,NA,NA,57.2,51.2,NA,NA,Green algae on carapace. Tip of RFF missing. Well fed and healthy turtle.,NA,NA,NA,NA,NA,NA
2010_RE_0061,1/22/2010,researcher_4,site_111,creek,net,fisher_360,site_118,species_1,site_108,NotTagged_0289,None,NA,NA,NA,46.1,43.5,NA,NA,Green algae on carapace. Minor flaking on edges of scutes. Several small barnacles on carapace& rear filppers and around the neck. Wounds of dead barnacles on carapace and one big barnacle on plastron (removed),NA,NA,NA,NA,NA,NA
2010_RE_0062,1/23/2010,researcher_4,site_33,creek,net,fisher_537,site_12,species_1,site_80,5098,None,NA,NA,NA,39.5,39.4,NA,NA,A big wound in the 3rd right lateral scute.Tip of right front flipper misssing&severall small barnacles on the carapace&flaking on the edges of scutes&many smalll barnacles on the plastron.,NA,NA,NA,NA,NA,NA
2010_RE_0063,1/23/2010,researcher_4,site_41,creek,net,fisher_369,site_118,species_2,site_108,4082,None,NA,NA,NA,34.2,33,NA,NA,Thick green algae mostly on rear shell&tips fo both front flippers are missing. Pinkish algae around tail& neck& shoulders and rear filppers. Tips of scutes flaking. Green algae on plastron. Generally a dirty turtle.,NA,NA,NA,NA,NA,NA
2010_RE_0064,1/23/2010,researcher_4,site_28,creek,net,fisher_441,site_13,species_1,site_80,NotTagged_0290,None,NA,NA,NA,41.8,39.3,NA,NA,Few spots of white calcareous algae& clean carapace and plastron,NA,NA,NA,NA,NA,NA
2010_RE_0065,1/23/2010,researcher_4,site_53,creek,net,fisher_815,site_8,species_1,site_80,NotTagged_0291,None,NA,NA,NA,41.7,41.4,NA,NA,Small barnacles on carapace and plastron. Tip of LFF and RRF missing. Flake btw 1st and 2nd& 2nd and 3rd RLS.,NA,NA,NA,NA,NA,NA
2010_RE_0066,1/24/2010,researcher_4,site_38,ocean,net,fisher_360,site_118,species_1,site_80,NotTagged_0292,None,NA,NA,NA,55.1,49.1,NA,NA,Green algae on carapace. U notch btw 10th and 11th& 6th and 7th LMS. Edge btw 2nd and 3rd RMS and 2nd and 3rd LLS slightly pushing apart showing a fresh wound.,NA,NA,NA,NA,NA,NA
2010_RE_0067,1/24/2010,researcher_4,site_35,creek,longline,fisher_519,site_58,species_1,site_80,5378,None,NA,NA,NA,52,50,NA,NA,Few small barnacles on carapace. Edges of scutes start to flake. U notch btw 10th and 11th LMS. Green algae on carapace. Few flakings on the plastron.,NA,NA,NA,NA,NA,NA
2010_RE_0068,1/24/2010,researcher_4,site_111,creek,net,fisher_786,site_8,species_1,site_80,NotTagged_0293,None,NA,NA,NA,40.3,37.4,NA,NA,Small barnacles on carapace& u notch btw 10th and 11th RMS and in 11th LMS and in LSS. Tips of FF missing with minor injuries. Clean plastron with one barnacle.,NA,NA,NA,NA,NA,NA
2010_RE_0069,1/25/2010,researcher_4,site_38,ocean,net,fisher_360,site_118,species_1,site_62,3557,None,NA,NA,NA,49.4,47.3,NA,NA,Small u notch in 5th LMS& in btw 10th and 11 LMS& btw 9th and 10th RMS& btw 7th and 8th RMS. White patches of calcareous algae on RSS. Green algae on carapace& a growth on left eye not causing obstructions& not a fibro-growth. Tag pull a hole. Minor flake,NA,NA,NA,Fibropapillomatosis,NA,NA
2010_RE_0070,1/25/2010,researcher_4,site_35,creek,longline,fisher_778,site_58,species_1,site_80,4880,None,NA,NA,NA,50.1,43.7,NA,NA,Green algae on the carapace. Tag rip in LRF& hook wound in the right shoulder& flaking plastron with small several barnacles.,NA,NA,NA,NA,NA,NA
2010_RE_0071,1/25/2010,researcher_4,site_12,creek,net,fisher_786,site_8,species_1,site_80,4097,None,NA,NA,NA,50,47.1,NA,NA,Green algae on the carapace& flaking plastron with few big barnacles (removed). Tips of both front filppers are missing& u notch btw the supracaudal scutes.,NA,NA,NA,NA,NA,NA
2010_RE_0072,1/25/2010,researcher_4,site_110,creek,net,fisher_225,site_58,species_1,site_80,5099,None,NA,NA,NA,40.3,39.2,NA,NA,A lot of small barnacles on carapace. Flaking on edges of scutes. U notch btw 2 supracaudal scutes. Dead barnacles wounds btw 2nd central and 2nn left and right scutes. Both front flippers tips are missing,NA,NA,NA,NA,NA,NA
2010_RE_0073,1/25/2010,researcher_4,site_35,creek,net,fisher_1096,site_58,species_1,site_80,3689,None,NA,NA,NA,45.5,43.3,NA,NA,Green algae on carapace& hook injury in the shoulder of LFF& u notch in the 8th RMS& flaking plastron. RFF tip missing. Tag stuck with barnacles.,NA,NA,NA,NA,NA,NA
2010_RE_0074,1/25/2010,researcher_4,site_58,creek,net,fisher_1273,site_8,species_1,site_80,3805,None,NA,NA,NA,54.5,52.3,NA,NA,Green algae on the carapace& small barnacles on plastron (removed). Tips of both front flippers missing. LSS slightly broken. Small u notch on the 10th LMS.,NA,NA,NA,NA,NA,NA
2010_RE_0075,1/26/2010,researcher_4,site_35,creek,net,fisher_953,site_58,species_1,site_80,NotTagged_0294,None,NA,NA,NA,49.3,45.6,NA,NA,Hook stuck in LFF&took turtle to rehab&green algae on the carapace.Few barnacles on carapace(removed)&clean plastron&notches in between 10thand 11thRMS&11th RMS and RSS.Hook removed out the next day.,NA,NA,NA,NA,NA,NA
2010_RE_0076,1/27/2010,researcher_4,site_38,ocean,net,fisher_360,site_118,species_1,site_80,NotTagged_0295,None,NA,NA,NA,56.1,51.2,NA,NA,Green algae on carapace&dead barnacles wound on 1st LLS&Patches of white calcareous algae on carapace&clean plastron.,NA,NA,NA,NA,NA,NA
2010_RE_0077,1/27/2010,researcher_4,site_13,ocean,net,fisher_1285,site_13,species_1,site_13,NotTagged_0296,None,NA,NA,NA,113.7,98.7,NA,NA,Patches of pinkish calcareous algae&fresh wound in the right eye&notches in both supras&green algae on carapace&claen plastron&healthy female turtle.,NA,NA,NA,NA,NA,NA
2010_RE_0078,1/27/2010,researcher_4,site_58,creek,net,fisher_1273,site_8,species_1,site_80,NotTagged_0297,None,NA,NA,NA,36,35.8,NA,NA,Green algae on the carapace&edges of scutes start to flake&big barnacles on the carapace and plastron(removed).RRF and RFF are slightly serrated.,NA,NA,NA,NA,NA,NA
2010_RE_0079,1/27/2010,researcher_4,site_115,ocean,net,fisher_627,site_118,species_2,site_80,4026,None,NA,NA,NA,36.4,34.4,NA,NA,White patches of white calcareous algae&flaking tips of scutes&green algae thick  towards rear of carapace&pink algae on plastron& dark complection around neck with small several barnacles.,NA,NA,NA,NA,NA,NA
2010_RE_0080,1/27/2010,researcher_4,site_58,creek,net,fisher_725,site_8,species_1,site_80,5098,None,NA,NA,NA,39.6,39.4,NA,NA,A big wound in the 3rd right lateral scute&kooks better than on 23rd when turtle was caughtTip of right front flipper missing&several small barnacles on the carapace(removed)&flaking on the edges of scutes.,NA,NA,NA,NA,NA,NA
2010_RE_0081,1/28/2010,researcher_4,site_38,ocean,net,fisher_700,site_118,species_1,site_62,3761,None,NA,NA,NA,57.8,52.3,NA,NA,Green algae on the carapace&pink algae around neck and shoulders&RFFsaretted at the tip&edges of scutes start to flake&clean plastron.Healthy turtle and well fed.,NA,NA,NA,NA,NA,NA
2010_RE_0082,1/31/2010,researcher_4,site_53,creek,net,fisher_861,site_8,species_1,site_116,3885,None,NA,NA,NA,75.4,67.1,NA,NA,Small barnacles on both supracaudals& minor flake on 2nd left lateral scute& green algae on the carapace& healthy turtle and well fed.,NA,NA,NA,NA,NA,NA
2010_RE_0083,1/31/2010,researcher_4,site_53,creek,net,fisher_1007,site_8,species_1,site_116,5362,None,NA,NA,NA,46.7,46.4,NA,NA,Several small barnacles on the carapace& edges of scutes flaking& flaking blastron.,NA,NA,NA,NA,NA,NA
2010_RE_0084,1/31/2010,researcher_4,site_53,creek,net,fisher_861,site_8,species_1,site_80,NotTagged_0298,None,NA,NA,NA,52,46.4,NA,NA,Minor scatches on 3rd and 4th CS& green algae on the carapace& small several barnacles on the carapace& tag rip in RRF& flakings on the plastron& flaking in 6th LMS and btw edges of 2nd and 3rd left and right MS.,NA,NA,NA,NA,NA,NA
2010_RE_0085,1/31/2010,researcher_4,site_53,creek,net,fisher_619,site_8,species_1,site_116,5393,None,NA,NA,NA,47,44.6,NA,NA,Healed barnacle wound on 3rd LLS& flaking on the edges of scutes& patches of calcareous algae on the carapace& flaking plastron with several small barnacles& additional small central scute between the 4th and 5th central scutes.,NA,NA,NA,NA,NA,NA
2010_RE_0086,1/31/2010,researcher_4,site_33,creek,net,fisher_69,site_8,species_1,site_116,NotTagged_0299,None,NA,NA,NA,68.2,59.8,NA,NA,Flaking blastron& third central scute slightly raised showing deformed edge marks& Several small barnacles on the carapace& left side of marginal scutes slightly depressed& first central scute slightly divided into 1/4 and 3 quarters,NA,NA,NA,NA,NA,NA
2010_RE_0087,2/1/2010,researcher_4,site_110,creek,net,fisher_861,site_8,species_1,site_80,NotTagged_0300,None,NA,NA,NA,48.8,43.5,NA,NA,Flaking of plastron + one large barnacle& several small barnacles on carapace& a big chunk taken out between 9th and 10th right marginal scute& white patches of algae& tip of right front flipper missing& new notches in left hind flipper& edges of scutes s,NA,NA,NA,NA,NA,NA
2010_RE_0088,2/1/2010,researcher_4,site_33,creek,net,fisher_1007,site_8,species_1,site_80,NotTagged_0301,None,NA,NA,NA,60.8,51.9,NA,NA,Right lateral scutes flaking along the edge between the second& 314 barnacles on its plastron& green algae across carapace& V notch in right hind flipper& scratch (minor) 9 and 10 left marginal scute,NA,NA,NA,NA,NA,NA
2010_RE_0089,2/1/2010,researcher_9,site_28,ocean,net,fisher_441,site_13,species_1,site_73,NotTagged_0302,None,NA,NA,NA,45.1,42.1,NA,NA,White calcareous algae on both supras and 5 CS& numerous small barnacles on neck& shoulders and flippers,NA,NA,NA,NA,NA,NA
2010_RE_0090,2/1/2010,researcher_4,site_35,creek,net,fisher_1331,site_58,species_1,site_80,NotTagged_0303,None,NA,NA,NA,40.8,39.7,NA,NA,Several small barnacles over shell not many& 3rd central scute flaking on edges& 1st lateral scutes on both sides flaking& left front flipper has V notch at tip& right front flipper edge serated& plastron a few barnacles but clean.,NA,NA,NA,NA,NA,NA
2010_RE_0091,2/2/2010,researcher_4,site_53,creek,net,fisher_23,site_58,species_1,site_80,NotTagged_0304,None,NA,NA,NA,45.7,41.1,NA,NA,A few small barnacles& flakes on 3rd and 2nd central scutes& tips of both front flippers missing& few barnacles right caudal plastron& previously tagged on right hind flipper but ripped off.,NA,NA,NA,NA,NA,NA
2010_RE_0092,2/3/2010,researcher_4,site_38,ocean,net,fisher_360,site_118,species_1,site_108,3557,None,NA,NA,NA,49.1,47.4,NA,NA,V notch in between 10th and 11 LMS& V notches in between 7th and 8th& and 9th and 10th Rms. White calcareous algae all over carapace& minor flake on plastron but generally clean. Flesh growth in the left eye& taken to rehab center,NA,NA,NA,NA,NA,NA
2010_RE_0093,2/3/2010,researcher_4,site_58,creek,net,fisher_1007,site_8,species_1,site_80,5374,None,NA,NA,NA,41.7,40.2,NA,NA,Lots of barnacles on carapace& 2 knotches out of left hind flipper& some barnacles on blastron,NA,NA,NA,NA,NA,NA
2010_RE_0094,2/3/2010,researcher_4,site_58,creek,net,fisher_1273,site_8,species_1,site_80,NotTagged_0305,None,NA,NA,NA,42.5,41,NA,NA,Green algae on the carapace& several small barnacles on the plastron& V notch in the LRF& RFF tip missing& turtle looks generally tired& edges of scutes start to flake.,NA,NA,NA,NA,NA,NA
2010_RE_0095,2/4/2010,researcher_4,site_38,ocean,net,fisher_360,site_118,species_1,site_62,NotTagged_0306,None,NA,NA,NA,72.6,68.1,NA,NA,Notch out of left fore flipper& green algae on carapace& small amount of flaking on carapace& pinkish algae around neck and very tiny barnacles on hind flippers,NA,NA,NA,NA,NA,NA
2010_RE_0096,2/5/2010,researcher_4,site_38,ocean,net,fisher_360,site_118,species_1,site_1,NotTagged_0307,None,NA,NA,NA,52.1,49,NA,NA,Small several barnacles on flippers& left supracaudal scute is slightly broken& flake between edges of 1st and 2nd left and right lateral scutes& clean plastron& left rear flipper tip slightly jagged,NA,NA,NA,NA,NA,NA
2010_RE_0097,2/5/2010,researcher_4,site_58,creek,net,fisher_289,site_8,species_1,site_80,NotTagged_0308,None,NA,NA,NA,42.5,40.3,NA,NA,Several barnacles on the carapace& edges of scutes start to flake& white calcareous algae on carapace& notch in right rear flipper& 2 barnacle scars on plastron,NA,NA,NA,NA,NA,NA
2010_RE_0098,2/5/2010,researcher_4,site_115,ocean,net,fisher_1319,site_118,species_1,site_1,NotTagged_0309,None,NA,NA,NA,49.6,47.1,NA,NA,Edges of scutes starting to flake& perfect turtle,NA,NA,Caught the day before; turtle died,NA,NA,NA
2010_RE_0099,2/5/2010,researcher_4,site_115,ocean,net,fisher_1319,site_118,species_1,site_1,3371,None,NA,NA,NA,54.7,46.7,NA,NA,White calcareous algae on carapace with green algae& flaking on edges of scutes& pinkish algae around neck and shoulders& minor injuries in LFF& RRF& clean plastron.,NA,NA,Caught the day before,NA,NA,NA
2010_RE_0100,2/6/2010,researcher_9,site_7,ocean,net,fisher_960,site_120,species_2,site_73,NotTagged_0310,None,NA,NA,NA,39.2,38.4,NA,NA,Thick pink and white patches of calcareous algae on carapace& several notches in half rear MS& several barnacles on flippers& neck and shoulders,NA,NA,NA,NA,NA,NA
2010_RE_0101,2/6/2010,researcher_9,site_111,creek,longline,fisher_518,site_58,species_1,site_73,NotTagged_0311,None,NA,NA,NA,54.6,49,NA,NA,Hook wound on the left side of the neck& heavy flakings on 2nd CS and 2nd RLS& many flaking on other scutes& tag rip in LRF& small barnacles on shell and flippers,NA,NA,Caught the day before,NA,NA,NA
2010_RE_0102,2/7/2010,researcher_9,site_38,ocean,net,fisher_360,site_118,species_1,site_73,NotTagged_0312,None,NA,NA,NA,76.6,70.4,NA,NA,Big pinkish patches of calcareous algae mainly on front scutes& numerous small barnacles on flippers& shoulders and neck& brown algae on neck and shoulders,NA,NA,NA,NA,NA,NA
2010_RE_0103,2/7/2010,researcher_9,site_115,ocean,net,fisher_579,site_118,species_2,site_108,3643,None,NA,NA,NA,41.1,38.3,NA,NA,A barnacle hole in right side of 1st CS& green algae on carapace& few patches of white calcareous algae on scutes,NA,NA,NA,NA,NA,NA
2010_RE_0104,2/8/2010,researcher_4,site_115,ocean,net,fisher_579,site_118,species_1,site_108,NotTagged_0313,None,NA,NA,NA,42.1,40.1,NA,NA,White calcareous algae on carapace& green algae on edges of plastron& scar wounds (healed) on edge of 4th RLS& and 4th CS& Edges of scutes start to flake& clear plastron,NA,NA,NA,NA,NA,NA
2010_RE_0105,2/8/2010,researcher_4,site_38,ocean,net,fisher_1031,site_118,species_2,site_108,5376,None,NA,NA,NA,35.6,34.5,NA,NA,Green algae on carapace& patches of pinkish calcareous algae on carapace& tips of scutes flaking& several small barnacles on rear flippers& sevar small barnacles covering plastron and neck& flaking plastron,NA,NA,NA,NA,NA,NA
2010_RE_0106,2/8/2010,researcher_4,site_38,ocean,net,fisher_693,site_118,species_2,site_108,4082,None,NA,NA,NA,35,33.5,NA,NA,Flaking at tips of scutes& green algae on carapace& muddy mostly at rear shell& tips of both front flippers missing& green-pinkish algae on the plastron,NA,NA,NA,NA,NA,NA
2010_RE_0107,2/8/2010,researcher_4,site_58,creek,net,fisher_292,site_118,species_2,site_108,5379,None,NA,NA,NA,35,31.4,NA,NA,Green algae on carapace& patches of pinkish calcareous algae on carapace& flaking tips of scutes& pinkish calcareous algae on plastron& few small barnacles around tail& tips of rear flippers missing& U-notch in RRF,NA,NA,NA,NA,NA,NA
2010_RE_0108,2/9/2010,researcher_4,site_119,creek,net,fisher_181,site_118,species_2,site_108,4082,None,NA,NA,NA,34.4,33.1,NA,NA,Tips of scutes flaking& green algae on carapace& thick around rear shell& tips of both front flippers missing& pink/green algae on the plastron,NA,NA,Caught the day before,NA,NA,NA
2010_RE_0109,2/10/2010,researcher_4,site_115,ocean,net,fisher_350,site_118,species_1,site_62,NotTagged_0315,None,NA,NA,NA,49.5,48.1,NA,NA,Several small barnacles on front flippers and around neck& small white calcareous algae on 2nd CS& green algae on the carapace& dead barnacle wounds on edges of 2nd CS& flake in the left supracaudal& clean plastron& v-notch in 6th-7th LMS& flake between 2,NA,NA,NA,NA,NA,NA
2010_RE_0110,2/10/2010,researcher_4,site_58,creek,net,fisher_768,site_118,species_1,site_1,NotTagged_0314,None,NA,NA,NA,64,60.1,NA,NA,Small several barnacles on front flippers& rear flippers and around neck& scar on 1st CS and edge between 1st CS and 1st LLS& white/green algae on carapace& white patch of calcareous algae on the LSC& v-notch in RSC& U-notch on 9th and 10th RMS& clean pla,NA,NA,NA,NA,NA,NA
2010_RE_0111,2/10/2010,researcher_4,site_38,ocean,net,fisher_360,site_118,species_1,site_80,3557,None,NA,NA,NA,49.2,47.5,NA,NA,V-notch in between 10th and 11th LMS& white calcareous algae all over carapace& v-notches between 7th-8th& 9th-10th RMS& minor flake on plastron but generally clean& taken to rehab for antibiotic on cauterized eye,NA,NA,NA,NA,NA,NA
2010_RE_0112,2/10/2010,researcher_4,site_24,creek,net,fisher_292,site_118,species_2,site_108,4032,None,NA,NA,NA,37.6,34,NA,NA,Tips of scutes flaking& green algae on carapace but thick around rear shell& patches of white calcareous algae& tips of both front flippers missing& pinkish algae on plastron& several small barnacles around tail,NA,NA,NA,NA,NA,NA
2010_RE_0113,2/11/2010,researcher_4,site_111,creek,longline,fisher_285,site_58,species_1,site_116,4110,None,NA,NA,NA,54.6,49.1,NA,NA,Green algae on carapace& clean carapace/no barnacles& clean plastron& hook wound in right shoulder& U-notch in LRF,NA,NA,Caught the day before,NA,NA,NA
2010_RE_0114,2/12/2010,researcher_9,site_47,ocean,beached,fisher_868,site_47,species_1,not_recorded,KE6111,KE6222,NA,NA,NA,52,38.4,NA,NA,Thick green algae on carapace& a fibro tumour under the neck& brown algae on neck and shoulders& numerous small barnacles on flippers& neck and shoulders& big lacerations under the right shoulder& fibro tumour in the right side of tail&,NA,NA,Taken to rehab,Fibropapillomatosis,NA,NA
2010_RE_0115,2/12/2010,researcher_4,site_111,creek,longline,fisher_285,site_58,species_1,site_124,4196,None,NA,NA,NA,40.8,39.5,NA,NA,U-notch in between 11th LMS and SC& several small algae on the carapace (removal)& edges of scutes start to flake& a bit of white calcareous algae on the carapace& U-notch in tip of RRF& both front flipper tips are severed& barnacle wound in the edge of 1,NA,NA,NA,NA,NA,NA
2010_RE_0116,2/15/2010,researcher_4,site_58,creek,net,fisher_1007,site_8,species_1,site_1,3979,None,NA,NA,NA,48.1,44.5,NA,NA,Green algae and white calcareous algae on the carapace& minor flake on 1st RLS and 1st LLS& RRF bit serrated at tip& flaking on 8& 9& 10& 11th RMS on the ventral side,NA,NA,Caught the day before,NA,NA,NA
2010_RE_0117,2/15/2010,researcher_4,site_38,ocean,net,fisher_1197,site_118,species_1,not_recorded,NotTagged_0317,None,NA,NA,NA,55.6,50.2,NA,NA,Fibro tumors on both eyes (affected sight)& shoulders and neck& thick green algae on carapace& white patches of calcareous algae on carapace,NA,NA,Euthanized on 16/02/2010,Fibropapillomatosis,NA,NA
2010_RE_0118,2/16/2010,researcher_4,site_58,creek,net,fisher_861,site_8,species_1,site_80,NotTagged_0318,None,NA,NA,NA,43.2,42.8,NA,NA,Few barnacles on carapace (removed)& edges of scutes starting to flake& U-notch on left rear flipper& tip of right rear flipper slightly serrated& white calcareous algae& few barnacles on plastron& but generally clean,NA,NA,NA,NA,NA,NA
2010_RE_0119,2/16/2010,researcher_4,site_58,creek,net,fisher_1007,site_8,species_1,site_80,NotTagged_0319,None,NA,NA,NA,47.7,43.2,NA,NA,Additional small scute on 1st CS& small amount of calcareous algae& few small barnacles on carapace& clean plastron& generally healthy,NA,NA,NA,NA,NA,NA
2010_RE_0120,2/16/2010,researcher_4,site_58,creek,net,fisher_861,site_8,species_1,site_108,4041,None,NA,NA,NA,57.2,52.2,NA,NA,Both SCS broken resulting in no V-notch& flake on LSCS& U-notch in RSC& U-notch in 11th RMS& V-notch in tip of RFF& several small barnacles on all flippers& flake in NS& clean plastron,NA,NA,NA,NA,NA,NA
2010_RE_0121,2/16/2010,researcher_4,site_38,ocean,net,fisher_474,site_118,species_2,site_62,3575,None,NA,NA,NA,40.5,38.6,NA,NA,tips of scutes flaking& green algae on carapace& several patches of white-pinkish calcareous algae on carapace& tips of both front flippers missing& several small barnacles around neck and shoulders& green algae on inner edges of front flippers& V-notch i,NA,NA,NA,NA,NA,NA
2010_RE_0122,2/16/2010,researcher_4,site_58,creek,net,fisher_2,site_118,species_1,site_108,NotTagged_0320,None,NA,NA,NA,36.6,34.1,NA,NA,Green algae& flaking 1st and 2nd RLS& 10th RMS completely jagged off& U-notch between 7th and 8th RMS& few large barnacles on plastron (removed),NA,NA,NA,NA,NA,NA
2010_RE_0123,2/16/2010,researcher_4,site_110,creek,net,fisher_1007,site_8,species_1,site_80,NotTagged_0321,None,NA,NA,NA,40.7,41.6,NA,NA,Several small barnacles on carapace& carapace is generall in good condition& minor flaking on edges of scutes& depression between 3rd and 4th lateral scute& several small barnacles on posterior end of plastron,NA,NA,Caught the day before,NA,NA,NA
2010_RE_0124,2/16/2010,researcher_4,site_110,creek,net,fisher_69,site_8,species_1,site_108,5397,None,NA,NA,NA,49.6,49.7,NA,NA,Flakes on 2nd and 4th LLS and 1st RLS& green algae& several small barnacles on rear flipper and metallic tag& minor notches along right marginal scutes& some flaking on plastron,NA,NA,Caught the day before,NA,NA,NA
2010_RE_0125,2/17/2010,researcher_4,site_115,ocean,net,fisher_1294,site_118,species_2,site_62,NotTagged_0322,None,NA,NA,NA,40,38.7,NA,NA,white/pinkish calcareous algae on 11th LMS and LSC& tips of scutes flaking& rear flippers with several small barnacles& several small barnacles on neck and shoulders& two large barnacles on plastron& black marking of 1st scale of plastron,NA,NA,NA,NA,NA,NA
2010_RE_0126,2/18/2010,researcher_4,site_58,creek,net,fisher_314,site_8,species_1,site_80,NotTagged_0323,None,NA,NA,NA,41.1,38.9,NA,NA,few large barnacles near posterior of carapace (removed)& Net bruises on RFF& few small barnacles on front flippers and at anterior end of carapace& barnacles at anterior and posterior ends of plastron,NA,NA,NA,NA,NA,NA
2010_RE_0127,2/18/2010,researcher_4,site_115,ocean,net,fisher_157,site_118,species_2,site_80,4067,None,NA,NA,NA,36,33.2,NA,NA,White calcareous algae on carapace& geen algae toward posterior and to left and right lateral sides& flaking on carapace and plastron& white calcareous algae on plastron& RRF with two notches& LRF with one notch,NA,NA,NA,NA,NA,NA
2010_RE_0128,2/18/2010,researcher_4,site_61,ocean,net,fisher_1368,site_118,species_2,site_80,5351,None,NA,NA,NA,38.1,35.1,NA,NA,calcareous algae over whole carapace& green algae at posterior end of carapace& flaking all over carapace and plastron& barnacles around tail and rear flippers,NA,NA,Caught the day before,NA,NA,NA
2010_RE_0129,2/19/2010,researcher_4,site_115,ocean,net,fisher_370,site_118,species_1,site_1,NotTagged_0324,None,NA,NA,NA,43.6,42.3,NA,NA,minor white calcareous algae on RLS& otherwise very clean carapace& small scar at left anterior scale of plastron,NA,NA,NA,NA,NA,NA
2010_RE_0130,2/19/2010,researcher_4,site_53,creek,net,fisher_861,site_8,species_1,site_116,5371,None,NA,NA,NA,56.2,50.8,NA,NA,white calcareous algae on carapace& minor flaking on 2nd CS& clean plastron,NA,NA,NA,NA,NA,NA
2010_RE_0131,2/19/2010,researcher_4,site_53,creek,net,fisher_861,site_8,species_1,site_116,3805,None,NA,NA,NA,54.8,52.6,NA,NA,white calcareous and green algae on carapace& plastron very clean,NA,NA,NA,NA,NA,NA
2010_RE_0132,2/19/2010,researcher_4,site_33,creek,net,fisher_69,site_8,species_1,site_116,5365,None,NA,NA,NA,43.3,38,NA,NA,white calcareous and green algae on carapace& 2 U-notches on RRF& minor flaking on 3rd RL scales of plastron& missing tip of RFF,NA,NA,NA,NA,NA,NA
2010_RE_0133,2/19/2010,researcher_4,site_33,creek,net,fisher_69,site_8,species_1,site_1,5362,None,NA,NA,NA,46.4,46.6,NA,NA,White calcareous algae on carapace plus many flakings& few barnacles on carapace& minor flaking on LL scale of plastron& flaking on 8th RM scale of plastron,NA,NA,NA,NA,NA,NA
2010_RE_0134,2/19/2010,researcher_4,site_58,creek,net,fisher_1151,site_118,species_1,site_97,NotTagged_0325,None,NA,NA,NA,39.3,41.2,NA,NA,huge U-notch in between SCS& clean carapace& several very large barnacles on the plastron& small wounds in front flippers,NA,NA,NA,NA,NA,NA
2010_RE_0135,2/19/2010,researcher_4,site_120,ocean,net,fisher_1296,site_118,species_2,site_1,NotTagged_0326,None,NA,NA,NA,39.8,38.5,NA,NA,thick white calcareous algae at posterior end of carapace& flaking at tips of scutes& few small barnacles on all four flippers& green algae toward posterior& small barnacles around neck and shoulders,NA,NA,Caught the day before,NA,NA,NA
2010_RE_0136,2/19/2010,researcher_4,site_58,creek,net,fisher_1007,site_8,species_1,site_1,5377,None,NA,NA,NA,43.6,43.8,NA,NA,many small barnacles at posterior end of carapace& white calcareous and green algae everywhere on carapace& V-notch in RRF& edge of scutes flaking& flaking on plastron,NA,NA,Caught the day before,NA,NA,NA
